"","Dept","CF8pm","CF6pm","Mask_transp","Mask_Closed","Mask_business","NSE","Lockdown","ICU_adm","ICU_adm_conso","Hospit","R.t.Mean"
"1",1,0,0,0,0,0,0,0,0,0,0,0
"2",2,0,0,0,0,0,0,0,0,0,0,0
"3",3,0,0,0,0,0,0,0,0,0,0,0
"4",4,0,0,0,0,0,0,0,0,0,0,0
"5",5,0,0,0,0,0,0,0,0,0,0,0
"6",6,0,0,0,0,0,0,0,0,0,0,0
"7",7,0,0,0,0,0,0,0,0,0,0,0
"8",8,0,0,0,0,0,0,0,0,0,0,0
"9",9,0,0,0,0,0,0,0,0,0,0,0
"10",10,0,0,0,0,0,0,0,0,0,0,0
"11",11,0,0,0,0,0,0,0,0,0,0,0
"12",12,0,0,0,0,0,0,0,0,0,0,0
"13",13,0,0,0,0,0,0,0,0,0,0,0
"14",14,0,0,0,0,0,0,0,0,0,0,0
"15",15,0,0,0,0,0,0,0,0,0,0,0
"16",16,0,0,0,0,0,0,0,0,0,0,0
"17",17,0,0,0,0,0,0,0,0,0,0,0
"18",18,0,0,0,0,0,0,0,0,0,0,0
"19",19,0,0,0,0,0,0,0,0,0,0,0
"20",21,0,0,0,0,0,0,0,0,0,0,0
"21",22,0,0,0,0,0,0,0,0,0,0,0
"22",23,0,0,0,0,0,0,0,0,0,0,0
"23",24,0,0,0,0,0,0,0,0,0,0,0
"24",25,0,0,0,0,0,0,0,0,0,0,0
"25",26,0,0,0,0,0,0,0,0,0,0,0
"26",27,0,0,0,0,0,0,0,0,0,0,0
"27",28,0,0,0,0,0,0,0,0,0,0,0
"28",29,0,0,0,0,0,0,0,0,0,0,0
"29",30,0,0,0,0,0,0,0,0,0,0,0
"30",31,0,0,0,0,0,0,0,0,0,0,0
"31",32,0,0,0,0,0,0,0,0,0,0,0
"32",33,0,0,0,0,0,0,0,0,0,0,0
"33",34,0,0,0,0,0,0,0,0,0,0,0
"34",35,0,0,0,0,0,0,0,0,0,0,0
"35",36,0,0,0,0,0,0,0,0,0,0,0
"36",37,0,0,0,0,0,0,0,0,0,0,0
"37",38,0,0,0,0,0,0,0,0,0,0,0
"38",39,0,0,0,0,0,0,0,0,0,0,0
"39",40,0,0,0,0,0,0,0,0,0,0,0
"40",41,0,0,0,0,0,0,0,0,0,0,0
"41",42,0,0,0,0,0,0,0,0,0,0,0
"42",43,0,0,0,0,0,0,0,0,0,0,0
"43",44,0,0,0,0,0,0,0,0,0,0,0
"44",45,0,0,0,0,0,0,0,0,0,0,0
"45",46,0,0,0,0,0,0,0,0,0,0,0
"46",47,0,0,0,0,0,0,0,0,0,0,0
"47",48,0,0,0,0,0,0,0,0,0,0,0
"48",49,0,0,0,0,0,0,0,0,0,0,0
"49",50,0,0,0,0,0,0,0,0,0,0,0
"50",51,0,0,0,0,0,0,0,0,0,0,0
"51",52,0,0,0,0,0,0,0,0,0,0,0
"52",53,0,0,0,0,0,0,0,0,0,0,0
"53",54,0,0,0,0,0,0,0,0,0,0,0
"54",55,0,0,0,0,0,0,0,0,0,0,0
"55",56,0,0,0,0,0,0,0,0,0,0,0
"56",57,0,0,0,0,0,0,0,0,0,0,0
"57",58,0,0,0,0,0,0,0,0,0,0,0
"58",59,0,0,0,0,0,0,0,0,0,0,0
"59",60,0,0,0,0,0,0,0,0,0,0,0
"60",61,0,0,0,0,0,0,0,0,0,0,0
"61",62,0,0,0,0,0,0,0,0,0,0,0
"62",63,0,0,0,0,0,0,0,0,0,0,0
"63",64,0,0,0,0,0,0,0,0,0,0,0
"64",65,0,0,0,0,0,0,0,0,0,0,0
"65",66,0,0,0,0,0,0,0,0,0,0,0
"66",67,0,0,0,0,0,0,0,0,0,0,0
"67",68,0,0,0,0,0,0,0,0,0,0,0
"68",69,0,0,0,0,0,0,0,0,0,0,0
"69",70,0,0,0,0,0,0,0,0,0,0,0
"70",71,0,0,0,0,0,0,0,0,0,0,0
"71",72,0,0,0,0,0,0,0,0,0,0,0
"72",73,0,0,0,0,0,0,0,0,0,0,0
"73",74,0,0,0,0,0,0,0,0,0,0,0
"74",75,0,0,0,0,0,0,0,0,0,0,0
"75",76,0,0,0,0,0,0,0,0,0,0,0
"76",77,0,0,0,0,0,0,0,0,0,0,0
"77",78,0,0,0,0,0,0,0,0,0,0,0
"78",79,0,0,0,0,0,0,0,0,0,0,0
"79",80,0,0,0,0,0,0,0,0,0,0,0
"80",81,0,0,0,0,0,0,0,0,0,0,0
"81",82,0,0,0,0,0,0,0,0,0,0,0
"82",83,0,0,0,0,0,0,0,0,0,0,0
"83",84,0,0,0,0,0,0,0,0,0,0,0
"84",85,0,0,0,0,0,0,0,0,0,0,0
"85",86,0,0,0,0,0,0,0,0,0,0,0
"86",87,0,0,0,0,0,0,0,0,0,0,0
"87",88,0,0,0,0,0,0,0,0,0,0,0
"88",89,0,0,0,0,0,0,0,0,0,0,0
"89",90,0,0,0,0,0,0,0,0,0,0,0
"90",91,0,0,0,0,0,0,0,0,0,0,0
"91",92,0,0,0,0,0,0,0,0,0,0,0
"92",93,0,0,0,0,0,0,0,0,0,0,0
"93",94,0,0,0,0,0,0,0,0,0,0,0
"94",95,0,0,0,0,0,0,0,0,0,0,0
"95",201,0,0,0,0,0,0,0,0,0,0,0
"96",202,0,0,0,0,0,0,0,0,0,0,0
"97",1,0,0,0,0,0,0,0,0,0,0,0
"98",2,0,0,0,0,0,0,0,0,0,0,0
"99",3,0,0,0,0,0,0,0,0,0,0,0
"100",4,0,0,0,0,0,0,0,0,0,0,0
"101",5,0,0,0,0,0,0,0,0,0,0,0
"102",6,0,0,0,0,0,0,0,0,0,0,0
"103",7,0,0,0,0,0,0,0,0,0,0,0
"104",8,0,0,0,0,0,0,0,0,0,0,0
"105",9,0,0,0,0,0,0,0,0,0,0,0
"106",10,0,0,0,0,0,0,0,0,0,0,0
"107",11,0,0,0,0,0,0,0,0,0,0,0
"108",12,0,0,0,0,0,0,0,0,0,0,0
"109",13,0,0,0,0,0,0,0,0,0,0,0
"110",14,0,0,0,0,0,0,0,0,0,0,0
"111",15,0,0,0,0,0,0,0,0,0,0,0
"112",16,0,0,0,0,0,0,0,0,0,0,0
"113",17,0,0,0,0,0,0,0,0,0,0,0
"114",18,0,0,0,0,0,0,0,0,0,0,0
"115",19,0,0,0,0,0,0,0,0,0,0,0
"116",21,0,0,0,0,0,0,0,0,0,0,0
"117",22,0,0,0,0,0,0,0,0,0,0,0
"118",23,0,0,0,0,0,0,0,0,0,0,0
"119",24,0,0,0,0,0,0,0,0,0,0,0
"120",25,0,0,0,0,0,0,0,0,0,0,0
"121",26,0,0,0,0,0,0,0,0,0,0,0
"122",27,0,0,0,0,0,0,0,0,0,0,0
"123",28,0,0,0,0,0,0,0,0,0,0,0
"124",29,0,0,0,0,0,0,0,0,0,0,0
"125",30,0,0,0,0,0,0,0,0,0,0,0
"126",31,0,0,0,0,0,0,0,0,0,0,0
"127",32,0,0,0,0,0,0,0,0,0,0,0
"128",33,0,0,0,0,0,0,0,0,0,0,0
"129",34,0,0,0,0,0,0,0,0,0,0,0
"130",35,0,0,0,0,0,0,0,0,0,0,0
"131",36,0,0,0,0,0,0,0,0,0,0,0
"132",37,0,0,0,0,0,0,0,0,0,0,0
"133",38,0,0,0,0,0,0,0,0,0,0,0
"134",39,0,0,0,0,0,0,0,0,0,0,0
"135",40,0,0,0,0,0,0,0,0,0,0,0
"136",41,0,0,0,0,0,0,0,0,0,0,0
"137",42,0,0,0,0,0,0,0,0,0,0,0
"138",43,0,0,0,0,0,0,0,0,0,0,0
"139",44,0,0,0,0,0,0,0,0,0,0,0
"140",45,0,0,0,0,0,0,0,0,0,0,0
"141",46,0,0,0,0,0,0,0,0,0,0,0
"142",47,0,0,0,0,0,0,0,0,0,0,0
"143",48,0,0,0,0,0,0,0,0,0,0,0
"144",49,0,0,0,0,0,0,0,0,0,0,0
"145",50,0,0,0,0,0,0,0,0,0,0,0
"146",51,0,0,0,0,0,0,0,0,0,0,0
"147",52,0,0,0,0,0,0,0,0,0,0,0
"148",53,0,0,0,0,0,0,0,0,0,0,0
"149",54,0,0,0,0,0,0,0,0,0,0,0
"150",55,0,0,0,0,0,0,0,0,0,0,0
"151",56,0,0,0,0,0,0,0,0,0,0,0
"152",57,0,0,0,0,0,0,0,0,0,0,0
"153",58,0,0,0,0,0,0,0,0,0,0,0
"154",59,0,0,0,0,0,0,0,0,0,0,0
"155",60,0,0,0,0,0,0,0,0,0,0,0
"156",61,0,0,0,0,0,0,0,0,0,0,0
"157",62,0,0,0,0,0,0,0,0,0,0,0
"158",63,0,0,0,0,0,0,0,0,0,0,0
"159",64,0,0,0,0,0,0,0,0,0,0,0
"160",65,0,0,0,0,0,0,0,0,0,0,0
"161",66,0,0,0,0,0,0,0,0,0,0,0
"162",67,0,0,0,0,0,0,0,0,0,0,0
"163",68,0,0,0,0,0,0,0,0,0,0,0
"164",69,0,0,0,0,0,0,0,0,0,0,0
"165",70,0,0,0,0,0,0,0,0,0,0,0
"166",71,0,0,0,0,0,0,0,0,0,0,0
"167",72,0,0,0,0,0,0,0,0,0,0,0
"168",73,0,0,0,0,0,0,0,0,0,0,0
"169",74,0,0,0,0,0,0,0,0,0,0,0
"170",75,0,0,0,0,0,0,0,0,0,0,0
"171",76,0,0,0,0,0,0,0,0,0,0,0
"172",77,0,0,0,0,0,0,0,0,0,0,0
"173",78,0,0,0,0,0,0,0,0,0,0,0
"174",79,0,0,0,0,0,0,0,0,0,0,0
"175",80,0,0,0,0,0,0,0,0,0,0,0
"176",81,0,0,0,0,0,0,0,0,0,0,0
"177",82,0,0,0,0,0,0,0,0,0,0,0
"178",83,0,0,0,0,0,0,0,0,0,0,0
"179",84,0,0,0,0,0,0,0,0,0,0,0
"180",85,0,0,0,0,0,0,0,0,0,0,0
"181",86,0,0,0,0,0,0,0,0,0,0,0
"182",87,0,0,0,0,0,0,0,0,0,0,0
"183",88,0,0,0,0,0,0,0,0,0,0,0
"184",89,0,0,0,0,0,0,0,0,0,0,0
"185",90,0,0,0,0,0,0,0,0,0,0,0
"186",91,0,0,0,0,0,0,0,0,0,0,0
"187",92,0,0,0,0,0,0,0,0,0,0,0
"188",93,0,0,0,0,0,0,0,0,0,0,0
"189",94,0,0,0,0,0,0,0,0,0,0,0
"190",95,0,0,0,0,0,0,0,0,0,0,0
"191",201,0,0,0,0,0,0,0,0,0,0,0
"192",202,0,0,0,0,0,0,0,0,0,0,0
"193",1,0,0,0,0,0,0,0,0,0,0,0
"194",2,0,0,0,0,0,0,0,0,0,0,0
"195",3,0,0,0,0,0,0,0,0,0,0,0
"196",4,0,0,0,0,0,0,0,0,0,0,0
"197",5,0,0,0,0,0,0,0,0,0,0,0
"198",6,0,0,0,0,0,0,0,0,0,0,0
"199",7,0,0,0,0,0,0,0,0,0,0,0
"200",8,0,0,0,0,0,0,0,0,0,0,0
"201",9,0,0,0,0,0,0,0,0,0,0,0
"202",10,0,0,0,0,0,0,0,0,0,0,0
"203",11,0,0,0,0,0,0,0,0,0,0,0
"204",12,0,0,0,0,0,0,0,0,0,0,0
"205",13,0,0,0,0,0,0,0,0,0,0,0
"206",14,0,0,0,0,0,0,0,0,0,0,0
"207",15,0,0,0,0,0,0,0,0,0,0,0
"208",16,0,0,0,0,0,0,0,0,0,0,0
"209",17,0,0,0,0,0,0,0,0,0,0,0
"210",18,0,0,0,0,0,0,0,0,0,0,0
"211",19,0,0,0,0,0,0,0,0,0,0,0
"212",21,0,0,0,0,0,0,0,0,0,0,0
"213",22,0,0,0,0,0,0,0,0,0,0,0
"214",23,0,0,0,0,0,0,0,0,0,0,0
"215",24,0,0,0,0,0,0,0,0,0,0,0
"216",25,0,0,0,0,0,0,0,0,0,0,0
"217",26,0,0,0,0,0,0,0,0,0,0,0
"218",27,0,0,0,0,0,0,0,0,0,0,0
"219",28,0,0,0,0,0,0,0,0,0,0,0
"220",29,0,0,0,0,0,0,0,0,0,0,0
"221",30,0,0,0,0,0,0,0,0,0,0,0
"222",31,0,0,0,0,0,0,0,0,0,0,0
"223",32,0,0,0,0,0,0,0,0,0,0,0
"224",33,0,0,0,0,0,0,0,0,0,0,0
"225",34,0,0,0,0,0,0,0,0,0,0,0
"226",35,0,0,0,0,0,0,0,0,0,0,0
"227",36,0,0,0,0,0,0,0,0,0,0,0
"228",37,0,0,0,0,0,0,0,0,0,0,0
"229",38,0,0,0,0,0,0,0,0,0,0,0
"230",39,0,0,0,0,0,0,0,0,0,0,0
"231",40,0,0,0,0,0,0,0,0,0,0,0
"232",41,0,0,0,0,0,0,0,0,0,0,0
"233",42,0,0,0,0,0,0,0,0,0,0,0
"234",43,0,0,0,0,0,0,0,0,0,0,0
"235",44,0,0,0,0,0,0,0,0,0,0,0
"236",45,0,0,0,0,0,0,0,0,0,0,0
"237",46,0,0,0,0,0,0,0,0,0,0,0
"238",47,0,0,0,0,0,0,0,0,0,0,0
"239",48,0,0,0,0,0,0,0,0,0,0,0
"240",49,0,0,0,0,0,0,0,0,0,0,0
"241",50,0,0,0,0,0,0,0,0,0,0,0
"242",51,0,0,0,0,0,0,0,0,0,0,0
"243",52,0,0,0,0,0,0,0,0,0,0,0
"244",53,0,0,0,0,0,0,0,0,0,0,0
"245",54,0,0,0,0,0,0,0,0,0,0,0
"246",55,0,0,0,0,0,0,0,0,0,0,0
"247",56,0,0,0,0,0,0,0,0,0,0,0
"248",57,0,0,0,0,0,0,0,0,0,0,0
"249",58,0,0,0,0,0,0,0,0,0,0,0
"250",59,0,0,0,0,0,0,0,0,0,0,0
"251",60,0,0,0,0,0,0,0,0,0,0,0
"252",61,0,0,0,0,0,0,0,0,0,0,0
"253",62,0,0,0,0,0,0,0,0,0,0,0
"254",63,0,0,0,0,0,0,0,0,0,0,0
"255",64,0,0,0,0,0,0,0,0,0,0,0
"256",65,0,0,0,0,0,0,0,0,0,0,0
"257",66,0,0,0,0,0,0,0,0,0,0,0
"258",67,0,0,0,0,0,0,0,0,0,0,0
"259",68,0,0,0,0,0,0,0,0,0,0,0
"260",69,0,0,0,0,0,0,0,0,0,0,0
"261",70,0,0,0,0,0,0,0,0,0,0,0
"262",71,0,0,0,0,0,0,0,0,0,0,0
"263",72,0,0,0,0,0,0,0,0,0,0,0
"264",73,0,0,0,0,0,0,0,0,0,0,0
"265",74,0,0,0,0,0,0,0,0,0,0,0
"266",75,0,0,0,0,0,0,0,0,0,0,0
"267",76,0,0,0,0,0,0,0,0,0,0,0
"268",77,0,0,0,0,0,0,0,0,0,0,0
"269",78,0,0,0,0,0,0,0,0,0,0,0
"270",79,0,0,0,0,0,0,0,0,0,0,0
"271",80,0,0,0,0,0,0,0,0,0,0,0
"272",81,0,0,0,0,0,0,0,0,0,0,0
"273",82,0,0,0,0,0,0,0,0,0,0,0
"274",83,0,0,0,0,0,0,0,0,0,0,0
"275",84,0,0,0,0,0,0,0,0,0,0,0
"276",85,0,0,0,0,0,0,0,0,0,0,0
"277",86,0,0,0,0,0,0,0,0,0,0,0
"278",87,0,0,0,0,0,0,0,0,0,0,0
"279",88,0,0,0,0,0,0,0,0,0,0,0
"280",89,0,0,0,0,0,0,0,0,0,0,0
"281",90,0,0,0,0,0,0,0,0,0,0,0
"282",91,0,0,0,0,0,0,0,0,0,0,0
"283",92,0,0,0,0,0,0,0,0,0,0,0
"284",93,0,0,0,0,0,0,0,0,0,0,0
"285",94,0,0,0,0,0,0,0,0,0,0,0
"286",95,0,0,0,0,0,0,0,0,0,0,0
"287",201,0,0,0,0,0,0,0,0,0,0,0
"288",202,0,0,0,0,0,0,0,0,0,0,0
"289",1,0,0,0,0,0,0,0,0,0,0,0
"290",2,0,0,0,0,0,0,0,0,0,0,0
"291",3,0,0,0,0,0,0,0,0,0,0,0
"292",4,0,0,0,0,0,0,0,0,0,0,0
"293",5,0,0,0,0,0,0,0,0,0,0,0
"294",6,0,0,0,0,0,0,0,0,0,0,0
"295",7,0,0,0,0,0,0,0,0,0,0,0
"296",8,0,0,0,0,0,0,0,0,0,0,0
"297",9,0,0,0,0,0,0,0,0,0,0,0
"298",10,0,0,0,0,0,0,0,0,0,0,0
"299",11,0,0,0,0,0,0,0,0,0,0,0
"300",12,0,0,0,0,0,0,0,0,0,0,0
"301",13,0,0,0,0,0,0,0,0,0,0,0
"302",14,0,0,0,0,0,0,0,0,0,0,0
"303",15,0,0,0,0,0,0,0,0,0,0,0
"304",16,0,0,0,0,0,0,0,0,0,0,0
"305",17,0,0,0,0,0,0,0,0,0,0,0
"306",18,0,0,0,0,0,0,0,0,0,0,0
"307",19,0,0,0,0,0,0,0,0,0,0,0
"308",21,0,0,0,0,0,0,0,0,0,0,0
"309",22,0,0,0,0,0,0,0,0,0,0,0
"310",23,0,0,0,0,0,0,0,0,0,0,0
"311",24,0,0,0,0,0,0,0,0,0,0,0
"312",25,0,0,0,0,0,0,0,0,0,0,0
"313",26,0,0,0,0,0,0,0,0,0,0,0
"314",27,0,0,0,0,0,0,0,0,0,0,0
"315",28,0,0,0,0,0,0,0,0,0,0,0
"316",29,0,0,0,0,0,0,0,0,0,0,0
"317",30,0,0,0,0,0,0,0,0,0,0,0
"318",31,0,0,0,0,0,0,0,0,0,0,0
"319",32,0,0,0,0,0,0,0,0,0,0,0
"320",33,0,0,0,0,0,0,0,0,0,0,0
"321",34,0,0,0,0,0,0,0,0,0,0,0
"322",35,0,0,0,0,0,0,0,0,0,0,0
"323",36,0,0,0,0,0,0,0,0,0,0,0
"324",37,0,0,0,0,0,0,0,0,0,0,0
"325",38,0,0,0,0,0,0,0,0,0,0,0
"326",39,0,0,0,0,0,0,0,0,0,0,0
"327",40,0,0,0,0,0,0,0,0,0,0,0
"328",41,0,0,0,0,0,0,0,0,0,0,0
"329",42,0,0,0,0,0,0,0,0,0,0,0
"330",43,0,0,0,0,0,0,0,0,0,0,0
"331",44,0,0,0,0,0,0,0,0,0,0,0
"332",45,0,0,0,0,0,0,0,0,0,0,0
"333",46,0,0,0,0,0,0,0,0,0,0,0
"334",47,0,0,0,0,0,0,0,0,0,0,0
"335",48,0,0,0,0,0,0,0,0,0,0,0
"336",49,0,0,0,0,0,0,0,0,0,0,0
"337",50,0,0,0,0,0,0,0,0,0,0,0
"338",51,0,0,0,0,0,0,0,0,0,0,0
"339",52,0,0,0,0,0,0,0,0,0,0,0
"340",53,0,0,0,0,0,0,0,0,0,0,0
"341",54,0,0,0,0,0,0,0,0,0,0,0
"342",55,0,0,0,0,0,0,0,0,0,0,0
"343",56,0,0,0,0,0,0,0,0,0,0,0
"344",57,0,0,0,0,0,0,0,0,0,0,0
"345",58,0,0,0,0,0,0,0,0,0,0,0
"346",59,0,0,0,0,0,0,0,0,0,0,0
"347",60,0,0,0,0,0,0,0,0,0,0,0
"348",61,0,0,0,0,0,0,0,0,0,0,0
"349",62,0,0,0,0,0,0,0,0,0,0,0
"350",63,0,0,0,0,0,0,0,0,0,0,0
"351",64,0,0,0,0,0,0,0,0,0,0,0
"352",65,0,0,0,0,0,0,0,0,0,0,0
"353",66,0,0,0,0,0,0,0,0,0,0,0
"354",67,0,0,0,0,0,0,0,0,0,0,0
"355",68,0,0,0,0,0,0,0,0,0,0,0
"356",69,0,0,0,0,0,0,0,0,0,0,0
"357",70,0,0,0,0,0,0,0,0,0,0,0
"358",71,0,0,0,0,0,0,0,0,0,0,0
"359",72,0,0,0,0,0,0,0,0,0,0,0
"360",73,0,0,0,0,0,0,0,0,0,0,0
"361",74,0,0,0,0,0,0,0,0,0,0,0
"362",75,0,0,0,0,0,0,0,0,0,0,0
"363",76,0,0,0,0,0,0,0,0,0,0,0
"364",77,0,0,0,0,0,0,0,0,0,0,0
"365",78,0,0,0,0,0,0,0,0,0,0,0
"366",79,0,0,0,0,0,0,0,0,0,0,0
"367",80,0,0,0,0,0,0,0,0,0,0,0
"368",81,0,0,0,0,0,0,0,0,0,0,0
"369",82,0,0,0,0,0,0,0,0,0,0,0
"370",83,0,0,0,0,0,0,0,0,0,0,0
"371",84,0,0,0,0,0,0,0,0,0,0,0
"372",85,0,0,0,0,0,0,0,0,0,0,0
"373",86,0,0,0,0,0,0,0,0,0,0,0
"374",87,0,0,0,0,0,0,0,0,0,0,0
"375",88,0,0,0,0,0,0,0,0,0,0,0
"376",89,0,0,0,0,0,0,0,0,0,0,0
"377",90,0,0,0,0,0,0,0,0,0,0,0
"378",91,0,0,0,0,0,0,0,0,0,0,0
"379",92,0,0,0,0,0,0,0,0,0,0,0
"380",93,0,0,0,0,0,0,0,0,0,0,0
"381",94,0,0,0,0,0,0,0,0,0,0,0
"382",95,0,0,0,0,0,0,0,0,0,0,0
"383",201,0,0,0,0,0,0,0,0,0,0,0
"384",202,0,0,0,0,0,0,0,0,0,0,0
"385",1,0,0,0,0,0,0,0,0,0,0,0
"386",2,0,0,0,0,0,0,0,0,0,0,0
"387",3,0,0,0,0,0,0,0,0,0,0,0
"388",4,0,0,0,0,0,0,0,0,0,0,0
"389",5,0,0,0,0,0,0,0,0,0,0,0
"390",6,0,0,0,0,0,0,0,0,0,0,0
"391",7,0,0,0,0,0,0,0,0,0,0,0
"392",8,0,0,0,0,0,0,0,0,0,0,0
"393",9,0,0,0,0,0,0,0,0,0,0,0
"394",10,0,0,0,0,0,0,0,0,0,0,0
"395",11,0,0,0,0,0,0,0,0,0,0,0
"396",12,0,0,0,0,0,0,0,0,0,0,0
"397",13,0,0,0,0,0,0,0,0,0,0,0
"398",14,0,0,0,0,0,0,0,0,0,0,0
"399",15,0,0,0,0,0,0,0,0,0,0,0
"400",16,0,0,0,0,0,0,0,0,0,0,0
"401",17,0,0,0,0,0,0,0,0,0,0,0
"402",18,0,0,0,0,0,0,0,0,0,0,0
"403",19,0,0,0,0,0,0,0,0,0,0,0
"404",21,0,0,0,0,0,0,0,0,0,0,0
"405",22,0,0,0,0,0,0,0,0,0,0,0
"406",23,0,0,0,0,0,0,0,0,0,0,0
"407",24,0,0,0,0,0,0,0,0,0,0,0
"408",25,0,0,0,0,0,0,0,0,0,0,0
"409",26,0,0,0,0,0,0,0,0,0,0,0
"410",27,0,0,0,0,0,0,0,0,0,0,0
"411",28,0,0,0,0,0,0,0,0,0,0,0
"412",29,0,0,0,0,0,0,0,0,0,0,0
"413",30,0,0,0,0,0,0,0,0,0,0,0
"414",31,0,0,0,0,0,0,0,0,0,0,0
"415",32,0,0,0,0,0,0,0,0,0,0,0
"416",33,0,0,0,0,0,0,0,0,0,0,0
"417",34,0,0,0,0,0,0,0,0,0,0,0
"418",35,0,0,0,0,0,0,0,0,0,0,0
"419",36,0,0,0,0,0,0,0,0,0,0,0
"420",37,0,0,0,0,0,0,0,0,0,0,0
"421",38,0,0,0,0,0,0,0,0,0,0,0
"422",39,0,0,0,0,0,0,0,0,0,0,0
"423",40,0,0,0,0,0,0,0,0,0,0,0
"424",41,0,0,0,0,0,0,0,0,0,0,0
"425",42,0,0,0,0,0,0,0,0,0,0,0
"426",43,0,0,0,0,0,0,0,0,0,0,0
"427",44,0,0,0,0,0,0,0,0,0,0,0
"428",45,0,0,0,0,0,0,0,0,0,0,0
"429",46,0,0,0,0,0,0,0,0,0,0,0
"430",47,0,0,0,0,0,0,0,0,0,0,0
"431",48,0,0,0,0,0,0,0,0,0,0,0
"432",49,0,0,0,0,0,0,0,0,0,0,0
"433",50,0,0,0,0,0,0,0,0,0,0,0
"434",51,0,0,0,0,0,0,0,0,0,0,0
"435",52,0,0,0,0,0,0,0,0,0,0,0
"436",53,0,0,0,0,0,0,0,0,0,0,0
"437",54,0,0,0,0,0,0,0,0,0,0,0
"438",55,0,0,0,0,0,0,0,0,0,0,0
"439",56,0,0,0,0,0,0,0,0,0,0,0
"440",57,0,0,0,0,0,0,0,0,0,0,0
"441",58,0,0,0,0,0,0,0,0,0,0,0
"442",59,0,0,0,0,0,0,0,0,0,0,0
"443",60,0,0,0,0,0,0,0,0,0,0,0
"444",61,0,0,0,0,0,0,0,0,0,0,0
"445",62,0,0,0,0,0,0,0,0,0,0,0
"446",63,0,0,0,0,0,0,0,0,0,0,0
"447",64,0,0,0,0,0,0,0,0,0,0,0
"448",65,0,0,0,0,0,0,0,0,0,0,0
"449",66,0,0,0,0,0,0,0,0,0,0,0
"450",67,0,0,0,0,0,0,0,0,0,0,0
"451",68,0,0,0,0,0,0,0,0,0,0,0
"452",69,0,0,0,0,0,0,0,0,0,0,0
"453",70,0,0,0,0,0,0,0,0,0,0,0
"454",71,0,0,0,0,0,0,0,0,0,0,0
"455",72,0,0,0,0,0,0,0,0,0,0,0
"456",73,0,0,0,0,0,0,0,0,0,0,0
"457",74,0,0,0,0,0,0,0,2,0.002339181,2,0
"458",75,0,0,0,0,0,0,0,0,0,0,0
"459",76,0,0,0,0,0,0,0,0,0,0,0
"460",77,0,0,0,0,0,0,0,0,0,0,0
"461",78,0,0,0,0,0,0,0,0,0,0,0
"462",79,0,0,0,0,0,0,0,0,0,0,0
"463",80,0,0,0,0,0,0,0,0,0,0,0
"464",81,0,0,0,0,0,0,0,0,0,0,0
"465",82,0,0,0,0,0,0,0,0,0,0,0
"466",83,0,0,0,0,0,0,0,0,0,0,0
"467",84,0,0,0,0,0,0,0,0,0,0,0
"468",85,0,0,0,0,0,0,0,0,0,0,0
"469",86,0,0,0,0,0,0,0,0,0,0,0
"470",87,0,0,0,0,0,0,0,0,0,0,0
"471",88,0,0,0,0,0,0,0,0,0,0,0
"472",89,0,0,0,0,0,0,0,0,0,0,0
"473",90,0,0,0,0,0,0,0,0,0,0,0
"474",91,0,0,0,0,0,0,0,0,0,0,0
"475",92,0,0,0,0,0,0,0,0,0,0,0
"476",93,0,0,0,0,0,0,0,0,0,0,0
"477",94,0,0,0,0,0,0,0,0,0,0,0
"478",95,0,0,0,0,0,0,0,0,0,0,0
"479",201,0,0,0,0,0,0,0,0,0,0,0
"480",202,0,0,0,0,0,0,0,0,0,0,0
"481",1,0,0,0,0,0,0,0,0,0,0,0
"482",2,0,0,0,0,0,0,0,0,0,0,0
"483",3,0,0,0,0,0,0,0,0,0,0,0
"484",4,0,0,0,0,0,0,0,0,0,0,0
"485",5,0,0,0,0,0,0,0,0,0,0,0
"486",6,0,0,0,0,0,0,0,0,0,0,0
"487",7,0,0,0,0,0,0,0,0,0,0,0
"488",8,0,0,0,0,0,0,0,0,0,0,0
"489",9,0,0,0,0,0,0,0,0,0,0,0
"490",10,0,0,0,0,0,0,0,0,0,0,0
"491",11,0,0,0,0,0,0,0,0,0,0,0
"492",12,0,0,0,0,0,0,0,0,0,0,0
"493",13,0,0,0,0,0,0,0,0,0,0,0
"494",14,0,0,0,0,0,0,0,0,0,0,0
"495",15,0,0,0,0,0,0,0,0,0,0,0
"496",16,0,0,0,0,0,0,0,0,0,0,0
"497",17,0,0,0,0,0,0,0,0,0,0,0
"498",18,0,0,0,0,0,0,0,0,0,0,0
"499",19,0,0,0,0,0,0,0,0,0,0,0
"500",21,0,0,0,0,0,0,0,0,0,0,0
"501",22,0,0,0,0,0,0,0,0,0,0,0
"502",23,0,0,0,0,0,0,0,0,0,0,0
"503",24,0,0,0,0,0,0,0,0,0,0,0
"504",25,0,0,0,0,0,0,0,0,0,0,0
"505",26,0,0,0,0,0,0,0,2,0.002339181,2,0
"506",27,0,0,0,0,0,0,0,0,0,0,0
"507",28,0,0,0,0,0,0,0,0,0,0,0
"508",29,0,0,0,0,0,0,0,0,0,0,0
"509",30,0,0,0,0,0,0,0,0,0,0,0
"510",31,0,0,0,0,0,0,0,0,0,0,0
"511",32,0,0,0,0,0,0,0,0,0,0,0
"512",33,0,0,0,0,0,0,0,0,0,0,0
"513",34,0,0,0,0,0,0,0,0,0,0,0
"514",35,0,0,0,0,0,0,0,0,0,0,0
"515",36,0,0,0,0,0,0,0,0,0,0,0
